number of nodes,number of edges,depth,width,diameter
3,2,1,2,2
3,2,1,2,2
10,9,4,3,6
22,21,10,3,11
6,5,2,3,4
6,5,2,3,4
21,20,9,3,11
10,9,4,3,6
3,2,1,2,2
6,5,2,3,4
10,9,4,3,6
3,2,1,2,2
3,2,1,2,2
12,11,5,3,6
6,5,2,3,4
6,5,3,3,4
6,5,2,3,4
56,55,26,4,28
29,28,12,5,15
77,76,37,3,39
22,21,10,3,11
113,112,44,5,46
16,15,7,3,8
53,52,23,6,25
59,58,24,6,25
40,39,18,5,20
22,21,10,3,12
3,2,1,2,2
12,11,5,3,7
32,31,14,5,16
20,19,9,3,10
6,5,2,3,4
24,23,11,3,12
26,25,12,3,13
6,5,2,3,4
24,23,8,5,11
16,15,7,3,9
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
64,63,24,6,26
462,461,230,3,231
40,39,16,6,18
47,46,23,3,24
1,0,1,1,-1
1,0,1,1,-1
16,15,7,3,8
16,15,7,3,8
18,17,8,3,9
14,13,6,3,7
1,0,1,1,-1
1,0,1,1,-1
7,6,4,3,4
7,6,3,3,4
3,2,1,2,2
22,21,6,6,11
28,27,8,6,13
25,24,12,3,13
1,0,1,1,-1
1,0,1,1,-1
9,8,4,4,6
9,8,4,4,6
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
27,26,11,5,15
6,5,3,3,4
22,21,10,3,11
6,5,3,3,4
15,14,7,3,8
111,110,35,9,40
24,23,8,6,10
10,9,5,3,6
77,76,16,11,22
29,28,11,7,14
6,5,3,3,4
63,62,21,5,23
3,2,1,2,2
18,17,8,3,9
9,8,4,3,5
8,7,3,3,4
92,91,16,12,21
28,27,12,4,12
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
6,5,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,2,3,4
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
10,9,5,3,6
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
10,9,5,3,6
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
10,9,5,3,6
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
12,11,4,5,7
6,5,3,3,4
6,5,2,3,4
26,25,12,3,14
78,77,28,5,29
22,21,10,3,11
40,39,17,5,19
323,322,87,9,108
43,42,21,3,22
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
3,2,1,2,2
9,8,4,3,5
12,11,5,3,7
6,5,2,3,4
31,30,13,5,15
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,2,3,4
6,5,2,3,4
6,5,2,3,4
40,39,16,5,18
26,25,9,6,11
38,37,11,7,17
238,237,64,11,66
10,9,4,3,6
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
48,47,19,4,21
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
16,15,3,8,6
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
35,34,14,4,16
32,31,15,3,16
3,2,1,2,2
1,0,1,1,-1
14,13,4,5,7
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
16,15,7,3,8
20,19,9,3,10
16,15,7,3,8
24,23,11,3,12
21,20,9,3,11
8,7,4,3,5
39,38,17,5,18
16,15,7,3,8
6,5,2,3,4
10,9,4,3,6
8,7,3,3,4
12,11,5,3,6
8,7,3,3,4
18,17,8,3,10
108,107,40,7,48
27,26,11,4,13
3,2,1,2,2
12,11,5,4,6
25,24,12,3,13
52,51,24,4,25
16,15,7,3,8
52,51,25,3,26
24,23,11,3,12
18,17,8,3,9
12,11,5,3,7
8,7,4,3,5
8,7,3,3,5
8,7,4,3,5
14,13,6,3,7
26,25,12,3,13
6,5,2,3,4
163,162,41,10,56
38,37,18,3,19
1,0,1,1,-1
80,79,39,3,40
109,108,46,5,48
89,88,35,6,37
12,11,5,3,7
10,9,4,3,6
34,33,14,4,16
34,33,14,4,16
36,35,15,4,17
10,9,4,3,6
19,18,8,3,10
33,32,15,4,16
10,9,4,3,6
17,16,8,3,10
10,9,4,3,6
29,28,11,5,12
80,79,18,10,25
10,9,5,3,6
25,24,11,3,12
1,0,1,1,-1
9,8,4,3,5
46,45,22,3,23
8,7,4,3,5
8,7,4,3,5
8,7,4,3,5
22,21,7,6,10
27,26,10,5,12
12,11,6,3,7
18,17,6,5,9
68,67,20,8,21
10,9,5,3,6
6,5,3,3,4
28,27,13,3,14
14,13,7,3,8
8,7,4,3,5
45,44,18,4,19
28,27,9,7,11
82,81,9,28,12
10,9,5,3,6
6,5,2,3,4
16,15,7,3,8
42,41,20,3,21
452,451,97,17,98
10,9,5,3,6
266,265,115,6,116
40,39,16,5,19
10,9,5,3,6
32,31,8,8,11
10,9,5,3,6
37,36,17,3,18
8,7,3,3,4
30,29,11,5,14
37,36,16,5,17
14,13,7,3,8
832,831,56,87,83
10,9,5,3,6
10,9,4,3,6
525,524,59,29,79
14,13,7,3,8
8,7,3,3,4
10,9,5,3,6
14,13,7,3,8
39,38,13,7,17
30,29,14,3,15
8,7,4,3,5
196,195,31,16,48
31,30,12,5,16
3,2,1,2,2
12,11,5,3,6
6,5,3,3,4
11,10,4,3,6
22,21,10,3,11
20,19,9,3,11
8,7,3,3,5
8,7,4,3,5
8,7,3,3,4
6,5,2,3,4
99,98,49,3,51
121,120,22,10,28
3,2,1,2,2
1,0,1,1,-1
13,12,4,7,5
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
39,38,10,11,12
12,11,5,3,7
6,5,2,3,4
26,25,12,3,13
12,11,6,3,7
10,9,4,4,5
12,11,5,3,6
74,73,36,3,37
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
136,135,45,8,47
58,57,29,3,30
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
37,36,3,22,6
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
3,2,1,2,2
32,31,15,3,16
10,9,4,3,6
68,67,21,8,31
14,13,6,3,8
26,25,12,3,13
1,0,1,1,-1
6,5,3,3,4
45,44,14,7,17
8,7,3,3,4
21,20,8,5,10
1,0,1,1,-1
6,5,3,3,4
22,21,10,3,11
14,13,6,3,7
8,7,4,3,5
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,4,3,5
8,7,4,3,5
8,7,4,3,5
8,7,3,3,4
20,19,6,5,9
10,9,4,3,5
83,82,24,9,30
6,5,3,3,4
26,25,12,3,13
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
49,48,17,6,20
32,31,12,5,13
16,15,7,3,9
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,3,3,4
6,5,3,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
10,9,5,3,6
6,5,3,3,4
1,0,1,1,-1
8,7,4,3,5
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,4,3,5
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
6,5,3,3,4
27,26,10,5,11
69,68,29,5,30
6,5,3,3,4
8,7,4,3,5
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
268,267,87,10,97
8,7,4,3,5
8,7,3,3,5
16,15,7,3,8
6,5,2,3,4
16,15,7,3,8
32,31,15,3,16
6,5,3,3,4
16,15,7,4,9
8,7,3,3,4
80,79,18,10,25
10,9,5,3,6
28,27,13,3,14
8,7,3,3,4
6,5,2,3,4
6,5,3,3,4
16,15,7,4,9
18,17,8,3,10
10,9,4,3,6
22,21,10,3,11
12,11,5,3,7
14,13,6,3,8
18,17,8,3,10
24,23,11,3,12
32,31,15,3,16
51,50,25,3,26
55,54,23,5,26
72,71,35,3,37
36,35,17,3,18
77,76,30,5,32
51,50,19,5,20
10,9,4,3,5
10,9,4,3,5
163,162,68,6,69
46,45,22,3,24
398,397,83,15,102
8,7,3,3,4
169,168,63,6,69
175,174,58,5,59
18,17,8,3,10
38,37,16,5,17
93,92,26,9,33
81,80,29,4,31
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
12,11,5,3,6
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
10,9,5,3,6
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
8,7,3,3,4
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,3,3,4
8,7,4,3,5
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
10,9,5,3,6
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,3,3,4
8,7,4,3,5
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
8,7,4,3,5
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
10,9,4,3,5
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
3,2,1,2,2
17,16,8,3,9
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
8,7,3,3,5
6,5,3,3,4
42,41,17,5,21
6,5,3,3,4
37,36,16,4,18
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
6,5,2,3,4
3,2,1,2,2
82,81,19,9,27
6,5,3,3,4
10,9,4,3,6
31,30,12,5,13
6,5,3,3,4
67,66,16,8,27
63,62,22,5,22
6,5,3,3,4
43,42,17,5,21
32,31,14,5,16
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,4,3,5
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
1,0,1,1,-1
8,7,4,3,5
8,7,3,3,5
67,66,27,5,28
10,9,4,3,6
10,9,4,3,6
54,53,22,5,24
3,2,1,2,2
25,24,11,3,13
188,187,75,7,76
24,23,11,3,13
60,59,29,3,31
150,149,38,9,44
31,30,13,5,16
230,229,52,11,62
23,22,10,3,11
88,87,41,5,43
27,26,12,4,13
52,51,24,4,26
12,11,5,3,6
61,60,28,5,29
8,7,3,3,4
92,91,24,10,31
10,9,5,3,6
53,52,25,3,26
3,2,1,2,2
17,16,7,4,8
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
481,480,85,20,92
78,77,28,6,29
20,19,9,3,11
10,9,4,3,6
10,9,4,3,6
57,56,26,5,27
8,7,3,3,5
6,5,2,3,4
16,15,7,3,9
8,7,3,3,4
3,2,1,2,2
203,202,34,9,64
12,11,5,3,6
12,11,5,3,7
8,7,3,3,4
111,110,55,3,56
83,82,19,10,26
10,9,5,3,6
14,13,6,3,7
80,79,39,3,40
22,21,10,3,12
132,131,65,3,66
16,15,7,3,8
10,9,4,3,5
59,58,20,6,21
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
108,107,42,5,52
3,2,1,2,2
14,13,6,3,7
22,21,10,3,12
52,51,25,4,27
121,120,20,11,32
10,9,4,3,6
239,238,79,7,85
30,29,14,3,16
17,16,5,6,9
10,9,4,3,5
174,173,41,8,46
81,80,30,5,31
12,11,5,3,6
8,7,3,3,4
239,238,61,7,92
1,0,1,1,-1
36,35,16,5,18
66,65,21,6,25
8,7,3,3,4
28,27,11,5,15
16,15,7,3,9
42,41,20,3,21
75,74,35,4,37
26,25,12,3,14
6,5,2,3,4
10,9,4,3,5
22,21,10,3,11
245,244,116,5,117
42,41,20,3,21
1,0,1,1,-1
42,41,16,6,17
128,127,45,7,46
10,9,4,3,5
44,43,21,3,23
30,29,14,3,16
73,72,31,5,32
36,35,17,3,18
266,265,87,9,97
1,0,1,1,-1
49,48,14,7,18
38,37,18,3,19
1,0,1,1,-1
23,22,7,6,12
30,29,14,3,15
10,9,4,3,6
46,45,22,3,24
15,14,6,3,8
39,38,11,6,18
45,44,20,5,21
21,20,7,5,12
6,5,2,3,4
10,9,4,3,6
8,7,4,3,5
12,11,5,3,6
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
52,51,24,4,26
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,2,3,4
8,7,3,3,4
6,5,3,3,4
74,73,36,3,38
44,43,21,3,22
14,13,6,3,7
36,35,17,3,18
24,23,11,3,12
128,127,63,3,64
32,31,13,5,16
39,38,13,5,18
21,20,9,3,11
12,11,5,3,6
20,19,9,3,10
323,322,87,9,121
112,111,41,5,42
80,79,39,3,40
43,42,20,3,21
6,5,3,3,4
12,11,5,3,7
22,21,9,4,11
59,58,28,5,30
136,135,29,13,43
35,34,10,7,15
77,76,25,7,29
37,36,18,3,19
16,15,7,3,9
482,481,94,14,120
36,35,17,3,18
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
14,13,6,3,8
30,29,14,3,15
258,257,93,8,96
10,9,4,3,5
8,7,3,3,4
6,5,3,3,4
107,106,51,5,52
42,41,20,3,21
62,61,19,6,23
6,5,3,3,4
24,23,11,3,12
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
16,15,7,3,8
25,24,10,5,12
138,137,17,14,21
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
3,2,1,2,2
8,7,3,3,5
6,5,3,3,4
8,7,3,3,5
10,9,4,3,6
12,11,5,3,6
46,45,16,5,20
8,7,3,3,4
8,7,3,3,4
205,204,64,8,85
12,11,5,3,6
16,15,7,3,8
38,37,10,7,17
128,127,35,6,59
8,7,4,3,5
37,36,17,3,18
19,18,8,3,9
14,13,6,3,8
10,9,4,3,6
27,26,11,5,12
58,57,28,3,29
24,23,11,3,12
1,0,1,1,-1
1,0,1,1,-1
29,28,12,4,13
28,27,13,3,14
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
109,108,46,5,48
43,42,20,3,21
8,7,4,3,5
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,3,3,4
21,20,9,3,11
217,216,93,5,103
28,27,13,3,14
35,34,16,3,17
1,0,1,1,-1
6,5,2,3,4
6,5,2,3,4
8,7,4,3,5
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
21,20,7,5,9
6,5,3,3,4
8,7,4,3,5
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
6,5,3,3,4
3,2,1,2,2
34,33,14,5,15
28,27,12,5,13
15,14,6,5,8
74,73,32,4,33
31,30,14,4,15
35,34,13,5,14
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
10,9,4,3,5
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
10,9,4,3,5
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
9,8,2,6,3
6,5,3,3,4
10,9,3,7,4
14,13,5,5,7
6,5,3,3,4
1,0,1,1,-1
6,5,3,3,4
14,13,6,3,8
10,9,4,3,5
22,21,10,3,12
22,21,10,3,12
72,71,35,3,37
90,89,36,5,40
28,27,12,5,13
36,35,16,4,17
30,29,14,3,15
14,13,6,3,7
10,9,4,3,5
38,37,14,5,15
48,47,23,3,24
73,72,28,6,29
150,149,74,3,75
38,37,18,3,19
38,37,14,5,15
80,79,27,9,35
38,37,18,3,19
54,53,18,6,19
34,33,16,3,17
184,183,19,19,23
8,7,3,3,4
66,65,21,6,22
79,78,38,5,39
68,67,33,3,34
69,68,18,6,25
239,238,61,10,68
10,9,4,3,5
43,42,10,9,16
40,39,10,5,20
1,0,1,1,-1
1,0,1,1,-1
100,99,50,3,51
369,368,173,5,174
10,9,4,3,5
28,27,13,3,14
163,162,42,7,44
46,45,20,5,21
114,113,57,3,58
29,28,12,5,13
30,29,10,5,12
8,7,3,3,4
151,150,60,5,61
3,2,1,2,2
91,90,39,5,40
30,29,9,5,12
20,19,8,4,9
26,25,12,3,13
20,19,9,3,10
10,9,4,3,5
10,9,4,3,5
62,61,30,3,32
6,5,3,3,4
72,71,35,3,37
40,39,19,3,20
12,11,5,3,6
146,145,48,8,61
25,24,9,5,10
18,17,8,3,9
336,335,30,40,31
38,37,18,3,19
37,36,17,3,18
20,19,9,3,10
6,5,3,3,4
66,65,24,4,25
62,61,24,6,28
94,93,36,4,37
12,11,6,3,7
27,26,12,5,14
22,21,9,5,11
186,185,92,3,93
39,38,15,5,16
35,34,12,9,13
56,55,20,4,21
72,71,22,6,23
10,9,4,3,5
21,20,10,3,11
466,465,148,11,150
88,87,25,15,26
110,109,44,5,45
80,79,36,5,37
42,41,20,3,21
8,7,4,3,5
168,167,44,7,45
52,51,18,12,19
69,68,33,5,34
26,25,12,3,13
32,31,10,5,13
33,32,8,7,15
69,68,33,4,34
3,2,1,2,2
1,0,1,1,-1
34,33,16,3,17
32,31,15,3,16
1,0,1,1,-1
6,5,2,3,4
8,7,3,3,5
6,5,3,3,4
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
570,569,25,68,37
60,59,21,6,22
141,140,38,10,42
48,47,10,9,13
117,116,41,6,42
247,246,47,18,50
3,2,1,2,2
20,19,8,4,10
50,49,13,14,15
6,5,3,3,4
106,105,29,8,35
10,9,4,3,5
8,7,4,3,5
1,0,1,1,-1
26,25,9,5,10
41,40,20,3,21
8,7,3,3,4
6,5,3,3,4
34,33,16,3,17
1,0,1,1,-1
12,11,5,3,6
16,15,5,5,8
33,32,9,7,13
11,10,6,3,7
58,57,7,17,10
17,16,7,3,9
144,143,71,3,72
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
6,5,3,3,4
6,5,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
10,9,4,3,6
14,13,6,3,7
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
62,61,23,5,25
6,5,3,3,4
1,0,1,1,-1
8,7,3,3,4
6,5,2,3,4
14,13,6,3,7
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
8,7,3,3,4
10,9,4,5,6
10,9,5,3,6
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
3,2,1,2,2
1,0,1,1,-1
41,40,17,4,19
26,25,13,3,14
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
1,0,1,1,-1
16,15,3,8,6
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
8,7,4,3,5
3,2,1,2,2
14,13,6,3,7
24,23,11,3,12
1,0,1,1,-1
6,5,2,3,4
47,46,16,5,20
36,35,15,4,16
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
1,0,1,1,-1
3,2,1,2,2
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,3,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
12,11,5,3,6
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
12,11,5,3,6
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
8,7,3,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
6,5,2,3,4
1,0,1,1,-1
